respondent_id,xyz_vaccine_received,seasonal_vaccine_received
26839,0.13528209395996957,0.45947167392060345
26840,0.08755887351711927,0.12602302137757587
26841,0.39060280098655725,0.8257906080744243
26842,0.07865507277969584,0.22707650174510113
26843,0.03848337221418944,0.020429769774866356
26844,0.049616259075436556,0.5163575933442585
26845,0.053310584158924375,0.6670668624044483
26846,0.06943190996139524,0.7341807426135804
26847,0.29158665938009276,0.07856489243357376
26848,0.03791745117281662,0.6686912872001491
26849,0.1515283628256903,0.6266354401682193
26850,0.5506627341387954,0.6161384216661107
26851,0.03705347695620995,0.0615199231377732
26852,0.05752388894027727,0.15972121367765613
26853,0.49109602346757236,0.5078625321777839
26854,0.014079373378459345,0.08382757634587976
26855,0.603891234619643,0.9019840356208189
26856,0.09290843377416558,0.022577190223734344
26857,0.4443045713806795,0.19204801785095688
26858,0.1265829884860401,0.5907242825804551
26859,0.08425538179203265,0.1591924066168
26860,0.15676606831839113,0.09914535590510873
26861,0.06125476607852986,0.075943043456669
26862,0.10803484983899177,0.3047263555080229
26863,0.2085999368810035,0.38219152903670683
26864,0.47857251963336694,0.4507233475066929
26865,0.01259890696397445,0.03892579089504655
26866,0.20308933645881752,0.6222182048835989
26867,0.10775655753605931,0.15103370655383913
26868,0.7867440647202126,0.9363212715265103
26869,0.10597372497502909,0.313681312402504
26870,0.5705047824453532,0.8184994969209233
26871,0.0557266599903676,0.042119485334857897
26872,0.05950089984328151,0.3365639032165474
26873,0.17118119837890472,0.8972457808918686
26874,0.06705251237176717,0.1298603465328524
26875,0.6048347820766536,0.9228000515523007
26876,0.04689263592240545,0.042483995235285274
26877,0.0572951472796327,0.13932006858766804
26878,0.2225444145099132,0.2616475001414681
26879,0.010661510380251317,0.017919781482812876
26880,0.036950821060381625,0.0727467736888089
26881,0.030857012880521888,0.12715950905768972
26882,0.03130434307558691,0.11198667627225609
26883,0.0783057384122307,0.3443784910035243
26884,0.07849649761130859,0.19443417532430296
26885,0.25292913685241686,0.8720586063418053
26886,0.09619327546128136,0.7442266155122936
26887,0.6206921210365105,0.8830279778148387
26888,0.8673557260541648,0.9391293133405171
26889,0.04429597984323688,0.13871372054343917
26890,0.10808989550771135,0.4712068829559397
26891,0.3320745225452209,0.5517923604402027
26892,0.12539220482924654,0.8216312201518945
26893,0.06567582337892347,0.21197434982993105
26894,0.1507338610563368,0.2950664896011501
26895,0.0837423031113343,0.8448667935478855
26896,0.06109316928380603,0.09516531993071076
26897,0.051610469469759376,0.33084304827748834
26898,0.19904197027018952,0.6051884233843908
26899,0.05998720233677716,0.08376686672333401
26900,0.12614970853620272,0.3424929612348435
26901,0.00970030506170421,0.32419307998466307
26902,0.22244919324073759,0.9482507394207774
26903,0.17945657728862657,0.048061265725080245
26904,0.04972851639916827,0.3365310945521755
26905,0.33620318146991224,0.7478114750837801
26906,0.06010698876038841,0.31964065730442154
26907,0.014424087969244695,0.5765254937326109
26908,0.13162111043920618,0.7004405016702129
26909,0.060238981483746755,0.27989994351226194
26910,0.0783861903151675,0.2535044652298059
26911,0.05915055156880664,0.11386864370293874
26912,0.5098683950914139,0.952353010867767
26913,0.7886952217652559,0.883271841909039
26914,0.0796558710049393,0.20472551964661395
26915,0.14176349428756851,0.6818123933788809
26916,0.082218666128311,0.3358884176265851
26917,0.005663729461154232,0.015154266673854312
26918,0.7393445615867715,0.9149987118371951
26919,0.3108678920414546,0.5783317817897732
26920,0.0415036759691862,0.19133672745913116
26921,0.11437083759372291,0.8077762344804217
26922,0.058690522954425776,0.7189890033246938
26923,0.11200776499852777,0.5203200925603314
26924,0.6308283433517615,0.8596911233398895
26925,0.1214119322692149,0.5914874799384121
26926,0.6087535567461945,0.4754145552523608
26927,0.2630183755289838,0.6435217261386427
26928,0.05831046976377273,0.49251779587943784
26929,0.07073673947406382,0.14610774043752478
26930,0.738868668916131,0.9052171772155571
26931,0.1127123944930485,0.475085610006243
26932,0.05194760292283265,0.8319320607938543
26933,0.0938413442835629,0.776370742176401
26934,0.46279693830074786,0.7133198252859551
26935,0.14093324673790147,0.5136911981370438
26936,0.48411253479148375,0.22185519395783657
26937,0.2772529151651747,0.7118770627113653
26938,0.07955029452275796,0.05181437516996705
26939,0.024680132005934666,0.031208152538982948
26940,0.057817504731381066,0.08514846476171632
26941,0.04919983900709601,0.41677932155058794
26942,0.5840349930134442,0.8238237378310459
26943,0.13066971727909896,0.6549767218863597
26944,0.08822035647388994,0.248221837953403
26945,0.11517006957274664,0.5658311806899226
26946,0.14108396982245558,0.7680825096900057
26947,0.1849740394346202,0.5699093138864403
26948,0.01340431422872184,0.06075982021617701
26949,0.021415931674734528,0.03900842878692559
26950,0.04582371476007146,0.5036268445123826
26951,0.0857836887217607,0.329470077860039
26952,0.8058322552568284,0.9240785405149825
26953,0.7583608377011701,0.9668577277021065
26954,0.055202074386388605,0.1945962688446791
26955,0.17789945611597496,0.5976073455088002
26956,0.1487142125890956,0.3241646116285614
26957,0.02658280434343991,0.8866836482109159
26958,0.27032104266595425,0.7078317424381617
26959,0.036678386101650105,0.16767331064407004
26960,0.03807680955403859,0.04609603288952995
26961,0.20419572174812267,0.520352332207257
26962,0.17582974915908853,0.8898539610880462
26963,0.1708780113945468,0.32823493389476577
26964,0.09563480781128753,0.17363068218228264
26965,0.8154054334416441,0.956434017594269
26966,0.014837668358462588,0.02561070955357929
26967,0.16176759243729744,0.3941975250841301
26968,0.039699806873106695,0.7810597303921323
26969,0.03577633124800571,0.19222537786659472
26970,0.6775391951025036,0.38754505575999104
26971,0.09320795786609178,0.3426505380143072
26972,0.0052039485777881575,0.020865845534392857
26973,0.046107749063644614,0.11455834498215342
26974,0.13626973897421388,0.43168863469544505
26975,0.06600015952757954,0.5621780853607898
26976,0.847372336195525,0.4822869008942764
26977,0.051253698457854706,0.27552722122447404
26978,0.027915342452868638,0.7819494629013333
26979,0.30335125700201243,0.6818485406014415
26980,0.03897701827789918,0.09421678629134211
26981,0.04609773957664809,0.25265042621449874
26982,0.6931233719137403,0.889246842245696
26983,0.14513473942871427,0.505832563437544
26984,0.08759955576053788,0.15412038594696487
26985,0.024536300692821086,0.10359496629565604
26986,0.20860605625009793,0.5761448048296249
26987,0.055288408593221816,0.16306858870165436
26988,0.033928762057970165,0.13279118975217052
26989,0.2824601190266184,0.7793212332510884
26990,0.013481292627898097,0.0765612361109252
26991,0.28654693794019087,0.4758053714122428
26992,0.2904580884752397,0.44586422523135566
26993,0.1429658635449366,0.8394840589010452
26994,0.14995189568259684,0.3987860615946911
26995,0.14384351592246541,0.4516576450327222
26996,0.2561534386920739,0.36720253514134843
26997,0.014586912116455289,0.055312349091727324
26998,0.041854039506916914,0.045532689574134026
26999,0.3366921291894304,0.47733576471346706
27000,0.11557880382408255,0.3499677259135894
27001,0.039846279127958024,0.7448848355545167
27002,0.013027566089907737,0.2840521270982604
27003,0.029464754815106464,0.07546113360682755
27004,0.13256587522280414,0.33274769479550687
27005,0.2858449930289536,0.6968359516522405
27006,0.8098897469580107,0.9106619970928324
27007,0.062322815499221154,0.15917633968195816
27008,0.04436148629567324,0.055790788109760375
27009,0.05849541066753443,0.26645879942657347
27010,0.11161583375237576,0.19842149627214706
27011,0.10757439214586066,0.18919429703403193
27012,0.3440066480576966,0.6470649740620497
27013,0.09417145519592936,0.373831915093698
27014,0.036142003083075476,0.3527317542532358
27015,0.08194050794720405,0.2105463917786758
27016,0.15364934072125733,0.3527889798137321
27017,0.4994134800267698,0.791844135253949
27018,0.10382603768603064,0.320796735286049
27019,0.8987267467630183,0.9663248616818477
27020,0.19016461921615208,0.24726778490016885
27021,0.14564986363615853,0.5296105428349076
27022,0.18452929085105166,0.30500068579993916
27023,0.13015129649364057,0.1072324401467606
27024,0.08244632975362516,0.2877426510226713
27025,0.05179761092052477,0.025226991237058162
27026,0.12257529266832877,0.4884364553512199
27027,0.09092183857295127,0.7123820609546451
27028,0.3662779826306628,0.8607664386046169
27029,0.06821344363377568,0.2817957437471564
27030,0.10915884201929117,0.19862225968166997
27031,0.22245585422938963,0.8432472325912828
27032,0.1782304342099198,0.4881168114763824
27033,0.3277157055046544,0.7177514523145893
27034,0.008984733053120308,0.6683647522053469
27035,0.13107915902382253,0.3104989708626764
27036,0.23027577315757122,0.6739296528932199
27037,0.5755215180035989,0.8021459469744421
27038,0.0449878803107025,0.03431279303863002
27039,0.734796302786977,0.9113256782066034
27040,0.1430847831611875,0.1269861443004537
27041,0.14894609080626633,0.5558826549355144
27042,0.08817341871341715,0.6250612204285758
27043,0.5540846176839481,0.8387410919831371
27044,0.007560560783669108,0.021215116913348146
27045,0.1747202873303174,0.665581126822546
27046,0.06395947767614128,0.1231486630255041
27047,0.5400995850675584,0.4136246147105814
27048,0.15320475273027773,0.3706986981119598
27049,0.22586219298984092,0.8832882009170967
27050,0.03904589592718276,0.49739269663034175
27051,0.1452846577796109,0.3213267545020435
27052,0.10545061538917562,0.25924231538497583
27053,0.8863861736953339,0.9564751668241271
27054,0.0334008018360504,0.05222673247827836
27055,0.09811605202959314,0.8559151403215799
27056,0.014639477476812436,0.02936133958011814
27057,0.03471889279332658,0.046668837884158446
27058,0.8442552601905593,0.9359852702515451
27059,0.06484265322325405,0.2922263681832325
27060,0.026464933998875305,0.3961569694790569
27061,0.08396434699912109,0.5381698060496112
27062,0.07228939007963377,0.45805344668203
27063,0.07829226364087373,0.614810252371565
27064,0.17713743076192953,0.5625014415990329
27065,0.05763467155165566,0.270693307503636
27066,0.046462607705936035,0.6139582311605931
27067,0.34077008386818886,0.6841211881865548
27068,0.8840285650213672,0.9426710740007259
27069,0.5740386150327065,0.9463786891185126
27070,0.059373872426217125,0.06708141628067252
27071,0.06370591103585864,0.07900841800008833
27072,0.08955608162461669,0.6761684566802523
27073,0.0271576625932636,0.8368979726152512
27074,0.040320278398756286,0.31025794319220495
27075,0.6959995312153958,0.8452541476079778
27076,0.5769136911930097,0.7301031282456597
27077,0.040180282743097186,0.12758100247207702
27078,0.31979134812667426,0.872387430891548
27079,0.2907130246289956,0.9227873051430981
27080,0.07494969416522983,0.2859681137737132
27081,0.020307944179783006,0.7314744194961594
27082,0.21345061913426136,0.4402569950905269
27083,0.04215183807489621,0.19317766330720096
27084,0.8373274692035853,0.6383321169566661
27085,0.038398020927332466,0.01804908603601869
27086,0.06505383369368942,0.081153253358791
27087,0.18982174528532736,0.2840477695026391
27088,0.22781158857333905,0.8075099553357823
27089,0.20166717756831182,0.23610619745643135
27090,0.20600171632384226,0.513675124017599
27091,0.5157904476064281,0.13273087227072103
27092,0.08983551935280427,0.2742208007774648
27093,0.18799043747892216,0.30650765221573956
27094,0.008616174067714514,0.040195292956853895
27095,0.06587081528517502,0.49904115361748597
27096,0.02460723614316851,0.25084498624466645
27097,0.6057120312056572,0.7728465399541139
27098,0.5567061284338711,0.8603444919181825
27099,0.15825914951259057,0.43903198584320186
27100,0.08311454847157723,0.7741121489162297
27101,0.0848172522017076,0.6507468769855342
27102,0.1359886073846365,0.8757192419353552
27103,0.018966010305235172,0.04883169532334608
27104,0.2830695226715322,0.5489032314492097
27105,0.05698029384001589,0.42099840961352775
27106,0.6809005431129412,0.8891606822641603
27107,0.39542760761704576,0.708187637875961
27108,0.1435022883054506,0.3334071428343214
27109,0.08939450403686326,0.291454548606778
27110,0.1160247774912252,0.43094726134024997
27111,0.04160039747416059,0.37418223695742964
27112,0.19461860170284037,0.5946329219214509
27113,0.11215284117318156,0.3345600248261466
27114,0.09314906548478022,0.22256417585261687
27115,0.5244945250292693,0.855142094716796
27116,0.15734173637651241,0.9162607631608525
27117,0.07219664898246188,0.1111581045982657
27118,0.14632844266203798,0.4975387625733315
27119,0.08255153683761728,0.3905244866683893
27120,0.29335446871375787,0.9722726140550505
27121,0.01896965222965048,0.7059390744382905
27122,0.03557460792340888,0.19449875748618978
27123,0.0405329197927577,0.08739132708258267
27124,0.045668450352131754,0.09706080176802782
27125,0.032930801746862,0.05320211505408042
27126,0.3504496819299904,0.061046655755508196
27127,0.08228326137278477,0.09627692833017058
27128,0.15476936152352863,0.5554646501852754
27129,0.5993971620238204,0.6498330715773762
27130,0.15501887794606634,0.24844031571546143
27131,0.051063375359467804,0.07645618381286959
27132,0.46722227883840767,0.9143831299860861
27133,0.09691382957320796,0.5855898367433207
27134,0.6409117665183451,0.9054829639807636
27135,0.1560599896345646,0.5613473980380592
27136,0.07593306469838701,0.5060100075495452
27137,0.0682409604839884,0.23519075682419466
27138,0.14250653585387843,0.575808140714425
27139,0.10071391687322566,0.10234651646339316
27140,0.8889947996798113,0.941444517143899
27141,0.5759475351457517,0.8445015523023377
27142,0.0620480096450319,0.31657024845780285
27143,0.30112012487763684,0.49776289884070135
27144,0.06046827691990685,0.055380587716887274
27145,0.535194849008566,0.7529099514001696
27146,0.04385136805945264,0.9163787446027105
27147,0.06439705458983556,0.280109815210904
27148,0.19178277826443374,0.18910178622781967
27149,0.3235836491340323,0.2096907627925585
27150,0.6659836399340511,0.9771654904904136
27151,0.15785046559483146,0.7434346948277449
27152,0.03740877573373279,0.2865280317941651
27153,0.26366937982135574,0.8045014167808594
27154,0.733215427164801,0.9158132462680655
27155,0.14850290705156294,0.6360706208348517
27156,0.013561376839037293,0.3308684147359888
27157,0.010054664646223743,0.41668020136236766
27158,0.07783640910870405,0.387919093511204
27159,0.04358677983821387,0.21851774763339402
27160,0.22361306423928068,0.1944878044455067
27161,0.28550501966799624,0.47046872463999856
27162,0.18483963610072682,0.9439750757684753
27163,0.5967901277842674,0.3970883537117975
27164,0.2067364786178515,0.1374817118703312
27165,0.45343147600148326,0.578108420585371
27166,0.08621521795974091,0.15678747976130605
27167,0.12029476620592484,0.4343341200462777
27168,0.1432929830130019,0.7150127381550166
27169,0.4924512539065479,0.7204494549827826
27170,0.36049726840539026,0.8436237995658629
27171,0.05138252411581742,0.3475179313362758
27172,0.05648743664869447,0.8534292051791884
27173,0.24647154006886618,0.6399334596276877
27174,0.0497711007330784,0.09384695037958522
27175,0.07472288647599065,0.1919885891523401
27176,0.5342225873773424,0.9428295288932664
27177,0.8213663553140435,0.9607543102495214
27178,0.16057951461222425,0.47580608207627734
27179,0.0653440663672518,0.20527035733792495
27180,0.2521708871199493,0.337894995992748
27181,0.03940123490508074,0.809863633404758
27182,0.6837887721686026,0.9264651469543889
27183,0.03787738709492202,0.5530369037574161
27184,0.03629742584347661,0.42330353793224396
27185,0.45840768801280946,0.7915174640243485
27186,0.12479686759473589,0.6186097735777861
27187,0.07528127182593805,0.12609075060016783
27188,0.06471697823343267,0.4307200628465002
27189,0.07532838722383081,0.5214148991234878
27190,0.46738194506812947,0.7824060915057942
27191,0.16038267900977074,0.9591828190391476
27192,0.5218325564878667,0.8168015304904985
27193,0.013885385365583789,0.106362393171558
27194,0.14328640509762441,0.45039098318757204
27195,0.034533343944808004,0.12405185615691332
27196,0.2698349073786712,0.269585345610896
27197,0.05527462785717774,0.6729195712627543
27198,0.9456843080442255,0.9891048429064165
27199,0.025286957464140884,0.1115726525274671
27200,0.3477336448812314,0.7054602037696951
27201,0.7363043368263297,0.9213317597387786
27202,0.08202227737879414,0.037126389312103186
27203,0.06641150442962675,0.1351397986168645
27204,0.03517345670605433,0.12405272862170239
27205,0.09337916383321598,0.298720255983389
27206,0.12055228626990845,0.20188205096155984
27207,0.0883778865678113,0.17340903809634323
27208,0.7863706257891991,0.7374562863426302
27209,0.16116433873811298,0.29737333735110666
27210,0.3301704871106378,0.42056470081162045
27211,0.1442141491979727,0.34023109646737965
27212,0.6862016539612218,0.9556697534852489
27213,0.48200671635834536,0.4869229901204446
27214,0.026254634307950945,0.0722262440640843
27215,0.18368150243556455,0.8120559689168165
27216,0.09929720520482066,0.9031239826527107
27217,0.08814431822827606,0.15546263838738686
27218,0.7080408729467831,0.9521870261478691
27219,0.439601538884402,0.6525330591200468
27220,0.13237074984452893,0.45362577199499354
27221,0.1818083779047151,0.5638234490706596
27222,0.1761174305371647,0.5579725091978259
27223,0.06320169600452907,0.6864705845759743
27224,0.26435960762532024,0.7723533782611827
27225,0.18304188706231617,0.25601295616178554
27226,0.029848792808884906,0.25137155680601403
27227,0.16154330630291971,0.40406515613017896
27228,0.5046825331531265,0.877500631195716
27229,0.7271494735237812,0.9102858113143022
27230,0.24225212343412295,0.9738649333980233
27231,0.44805444627918317,0.8273978841804875
27232,0.11741947036025709,0.5914719835274926
27233,0.29513590072652174,0.1537380651201133
27234,0.04748275825377158,0.023832355445078016
27235,0.8886082350848775,0.9457861510686989
27236,0.11249046645076366,0.9210087077987174
27237,0.27214813631214074,0.4974598240735042
27238,0.2855673216234251,0.697647898827876
27239,0.4386450558644056,0.1612918344547941
27240,0.07835828295870986,0.4241513946004961
27241,0.0907533329008962,0.24897572414320554
27242,0.09863634264073691,0.504286527818892
27243,0.04194525013620023,0.0987853814250507
27244,0.0499016837280881,0.10159442516647155
27245,0.14422822530297136,0.474142887103966
27246,0.8377643477486604,0.9596946811671361
27247,0.18856764903880835,0.9444580764607949
27248,0.1890121675222218,0.7328597024142387
27249,0.10254770177562407,0.5657764236597733
27250,0.11688481824204165,0.32885219572460145
27251,0.07883082262619791,0.24075882405013702
27252,0.29644675091068257,0.6061542851164539
27253,0.10333576432038362,0.9228553746861301
27254,0.8783057937909404,0.9657475184201098
27255,0.13120441177238004,0.303328068991267
27256,0.5958318956193001,0.9672798071998194
27257,0.3400056706958388,0.5343434918077682
27258,0.4817020384966902,0.8028772055698299
27259,0.6113839467121032,0.916120734974827
27260,0.1476595796038992,0.49405668019059046
27261,0.12554968805987973,0.6536918310301245
27262,0.2973507246923312,0.6574488886728423
27263,0.07221449227864139,0.0930287536563351
27264,0.09621830558578688,0.1264763873234607
27265,0.047646564429024645,0.20447183698742613
27266,0.16679603355782624,0.32702008893690443
27267,0.1598817626694314,0.8367451076418682
27268,0.016395885328663217,0.14958520225527858
27269,0.7353366528063533,0.46005110676932387
27270,0.03431076714636155,0.09412342101952735
27271,0.04406997141533395,0.3590102913365817
27272,0.011100103009851715,0.2928757481876247
27273,0.05439767829320294,0.17829151522433967
27274,0.12456138510976274,0.5286419296898043
27275,0.1885419345849832,0.42228928005332167
27276,0.010358211998396582,0.12868768707682687
27277,0.0441782106722671,0.7849405176257637
27278,0.1404249447834267,0.3696523114021385
27279,0.10294817677213697,0.26950018091606687
27280,0.24322235119332222,0.3626688693498383
27281,0.08312225007967988,0.3353370318161462
27282,0.06959381400180673,0.8669653132633501
27283,0.005850865889922179,0.03886241757232584
27284,0.1491656971183951,0.25894011157302177
27285,0.09293991770665393,0.4216595023293021
27286,0.08242199011664154,0.21103234736706364
27287,0.18334625738939203,0.5179844419154287
27288,0.5941336122312783,0.8042397575137297
27289,0.24011051479695053,0.3913509496191288
27290,0.019742605888392883,0.0722854958392131
27291,0.712744491231331,0.8437743790568344
27292,0.057076371640431584,0.721724434199658
27293,0.13524105298444222,0.9635278291209208
27294,0.01756074440652572,0.053641322101942904
27295,0.23956867942105747,0.8619128720616545
27296,0.06502301084091296,0.7555241029770313
27297,0.0702434549128554,0.7275827825205938
27298,0.07943025770727534,0.2611239273921099
27299,0.28987100982821684,0.7229773681132764
27300,0.18386952511051557,0.9629831012163879
27301,0.006469526901092435,0.03372222447272544
27302,0.14925223218491454,0.6524168811992487
27303,0.018634000713639146,0.06253624023741261
27304,0.10261530477870562,0.7895192802245687
27305,0.03444313517497348,0.040425747888642366
27306,0.20392477973812662,0.5458430371157129
27307,0.7283766983589008,0.8084364834626888
27308,0.1368571530432218,0.2245018420548535
27309,0.5540164100685171,0.9647513290880003
27310,0.06109427059397673,0.13879624075672797
27311,0.09253054401713319,0.10074338054210075
27312,0.06906819096445346,0.39693726810453533
27313,0.09318784214390434,0.14549553614241198
27314,0.045867106957220787,0.06426455144961638
27315,0.11529203037890726,0.354659801581126
27316,0.3235422948014409,0.7853131430833893
27317,0.06749572359886113,0.1234806367603886
27318,0.33157417670182093,0.333707222509048
27319,0.4565204682995032,0.8909141102912321
27320,0.3684652833001668,0.6218671012794623
27321,0.03576836889064825,0.5109602157016249
27322,0.1596237771737425,0.05269623065645469
27323,0.12379135972577418,0.6327145623181414
27324,0.33626512453437163,0.5515297412014112
27325,0.7727719365992356,0.9374034692598353
27326,0.15256477932668888,0.6615066689862362
27327,0.13870996595772245,0.32002622493713084
27328,0.23509690178533563,0.6036189555644093
27329,0.10592592050018904,0.29382812985844503
27330,0.012999113740326066,0.4549520384679383
27331,0.11034368643082648,0.2465246372595376
27332,0.17580172430599195,0.9433100322524499
27333,0.6076534802820309,0.7617127568352275
27334,0.050441602440341904,0.03758990768379088
27335,0.1312828238659421,0.0831295632575701
27336,0.06881609904120808,0.1630825067515519
27337,0.28189363392462813,0.7873169644023981
27338,0.19968335659432204,0.4319365978950898
27339,0.21428368343152457,0.2511958813854976
27340,0.021325147926114507,0.1919890862523004
27341,0.18451334360718386,0.6606156443782643
27342,0.029571304039476474,0.5981991465926733
27343,0.05814265787684681,0.15341484406375355
27344,0.29932353785292226,0.4813248218861338
27345,0.0744435086266129,0.3073523877673769
27346,0.8359069329423606,0.9649066673386403
27347,0.7389965148624031,0.9265457053283246
27348,0.14154624424957774,0.3454650461629494
27349,0.05428868393930759,0.21189768711414073
27350,0.21935706524799656,0.9366775582724959
27351,0.8699143847939501,0.9077419927875424
27352,0.09955605017945938,0.32935590184643027
27353,0.010253803420443654,0.09570482069228609
27354,0.1425279965172253,0.5555157703506222
27355,0.26160085378553183,0.4420636886382435
27356,0.22990589130915254,0.6164988326432743
27357,0.13218015919954879,0.3309842256963149
27358,0.20961696775514896,0.6909402999211519
27359,0.3785221101727321,0.7956973049837357
27360,0.1410399258758483,0.5902456842685093
27361,0.04454974978692423,0.9226409536061985
27362,0.21568488171899294,0.506335282362558
27363,0.18061165337737695,0.33224958915304437
27364,0.07228613535718555,0.42202947827367554
27365,0.23576026072943165,0.6356316670317803
27366,0.4472254743613348,0.6220803897078842
27367,0.2457107064048017,0.4549701727367684
27368,0.09688902333763379,0.5652664517003937
27369,0.05096964477955778,0.06742983381210949
27370,0.020839465020104544,0.7857790437000406
27371,0.29563094828606423,0.41434506081893924
27372,0.07263980301130957,0.25409596092603914
27373,0.7552666176717243,0.7323346887250729
